matric_pct,inter_pct,entry_test_score,eligibility_score,budget,program,university_tier,university_type,admission_chance
54,92,34,63.2,994027,Information Technology,3,Government,Medium
68,65,96,75.2,1740821,Agriculture,3,Private,High
92,86,49,76.7,1685096,Accounting & Finance,3,Government,High
99,72,83,83.4,1929361,Information Technology,1,Government,Medium
81,49,97,73.0,1264417,Media Studies,1,Government,Medium
56,74,49,61.1,1371809,Accounting & Finance,3,Private,Medium
91,68,99,84.2,2067583,Economics,3,Government,Medium
69,59,40,56.3,1455541,Information Technology,2,Private,Low
97,45,55,63.6,1321958,Marketing,3,Private,Medium
76,92,66,79.4,1423686,Cyber Security,3,Government,Medium
59,56,85,65.6,2178535,Mechanical Engineering,1,Government,Low
66,46,34,48.4,1919898,Accounting & Finance,2,Government,Low
100,75,59,77.7,1807048,Accounting & Finance,2,Government,High
94,68,36,66.2,510041,Artificial Intelligence,1,Government,Low
75,90,53,74.4,1625010,Software Engineering,2,Private,Medium
50,61,66,59.2,1419974,Electrical Engineering,2,Government,Low
46,88,64,68.2,2031509,Data Science,3,Private,High
64,81,64,70.8,2216948,Marketing,3,Private,High
76,62,94,75.8,930778,Data Science,1,Private,Low
61,68,58,62.9,1308418,BBA,3,Private,Medium
60,69,41,57.9,1247959,Computer Engineering,2,Private,Low
60,51,87,64.5,1327362,Electrical Engineering,1,Government,Low
83,69,100,82.5,2037484,Psychology,2,Government,High
49,91,34,61.3,805118,Artificial Intelligence,3,Government,Medium
80,48,34,53.4,2238753,Data Science,1,Government,Low
83,88,72,81.7,2080052,Accounting & Finance,1,Government,Low
51,54,100,66.9,752961,Software Engineering,1,Private,Low
71,72,53,66.0,1367985,LLB,1,Government,Low
78,67,48,64.6,1020589,Electrical Engineering,3,Government,Medium
66,98,77,82.1,887893,Accounting & Finance,3,Government,Medium
61,96,72,78.3,1941936,Computer Engineering,2,Private,High
76,80,97,83.9,544530,Media Studies,3,Private,High
65,96,36,68.7,1809091,Media Studies,2,Government,Medium
46,73,51,58.3,2171303,Marketing,3,Private,Low
88,65,89,79.1,1472190,Psychology,3,Government,High
90,50,58,64.4,1156995,BBA,1,Private,Low
59,79,95,77.8,1470631,Agriculture,1,Government,Low
90,53,57,65.3,701775,Computer Engineering,2,Government,Medium
92,45,86,71.4,1565288,Media Studies,3,Government,High
74,51,69,63.3,1917372,Civil Engineering,3,Private,Low
98,81,64,81.0,932819,Psychology,1,Government,Low
55,93,92,81.3,2040884,Computer Engineering,2,Private,Medium
55,87,66,71.1,729603,Artificial Intelligence,3,Government,High
76,88,66,77.8,2249952,BBA,2,Private,Medium
57,95,64,74.3,1915447,Marketing,2,Government,Medium
64,55,69,61.9,1557592,Agriculture,1,Private,Low
100,90,57,83.1,2016479,Computer Engineering,3,Private,High
87,67,58,70.3,1076779,Civil Engineering,1,Private,Low
58,89,65,72.5,1536951,Electrical Engineering,2,Private,Medium
96,84,98,91.8,2197644,Artificial Intelligence,3,Government,High
91,87,62,80.7,1874460,Computer Science,1,Government,Low
66,61,37,55.3,2230023,Electrical Engineering,2,Government,Low
57,50,37,48.2,1101163,Cyber Security,2,Private,Low
78,71,69,72.5,843155,Civil Engineering,2,Private,Medium
83,80,54,73.1,1805006,Food Science,3,Government,High
91,58,34,60.7,1439558,Media Studies,2,Private,Medium
47,72,95,71.4,1045316,Media Studies,2,Private,Low
55,78,50,62.7,633961,Artificial Intelligence,2,Government,Medium
56,47,79,59.3,1004706,Food Science,3,Private,Medium
49,68,65,61.4,1733890,Software Engineering,1,Private,Low
97,87,94,92.1,670077,BBA,1,Government,High
51,92,42,64.7,538521,Electrical Engineering,3,Government,Medium
50,81,82,72.0,769788,Marketing,3,Private,High
67,86,64,73.7,960363,Artificial Intelligence,1,Government,Low
88,88,54,77.8,1899343,Accounting & Finance,1,Government,Low
45,52,85,59.8,891479,BBA,2,Private,Low
61,85,64,71.5,1062586,Economics,1,Government,Low
61,92,90,82.1,2008246,Artificial Intelligence,2,Private,High
83,89,77,83.6,1716724,Information Technology,1,Government,Low
94,86,34,72.8,1516978,Psychology,2,Government,Low
65,54,76,63.9,713824,Marketing,3,Private,Medium
49,91,89,77.8,1842529,LLB,3,Government,High
100,80,51,77.3,1926212,Cyber Security,3,Government,High
59,67,49,59.2,2030889,Information Technology,1,Private,Low
62,68,85,71.3,1357565,Accounting & Finance,1,Private,Medium
90,53,54,64.4,1135253,Electrical Engineering,2,Government,Medium
53,73,96,73.9,1335239,Artificial Intelligence,2,Private,Medium
83,86,70,80.3,879091,Accounting & Finance,1,Government,Medium
76,100,99,92.5,1303435,Agriculture,1,Private,Medium
98,60,61,71.7,1701349,Economics,3,Private,Medium
98,49,62,67.6,1504761,Electrical Engineering,3,Government,High
58,45,49,50.1,883030,LLB,1,Government,Low
58,79,82,73.6,548883,Computer Science,3,Government,High
51,98,94,82.7,2250000,Mechanical Engineering,1,Government,Medium
99,52,53,66.4,1697857,Psychology,1,Government,Low
89,49,97,75.4,1996065,Psychology,3,Government,High
57,91,89,80.2,1309281,Civil Engineering,1,Government,Medium
87,66,85,78.0,2078192,Data Science,1,Government,Medium
66,68,88,73.4,681651,Mechanical Engineering,3,Government,High
81,86,44,71.9,1216277,Computer Engineering,1,Government,Medium
84,45,65,62.7,718437,Data Science,2,Government,Medium
60,68,80,69.2,1607934,Computer Engineering,1,Government,Low
47,49,77,56.8,1053459,Media Studies,1,Government,Low
92,50,95,76.1,2105717,Computer Science,1,Government,Medium
76,77,54,69.8,762772,Cyber Security,1,Government,Low
56,77,89,74.3,859072,Mechanical Engineering,3,Private,High
70,100,44,74.2,760881,Agriculture,1,Private,Low
47,67,47,55.0,1598411,Cyber Security,1,Government,Low
80,99,79,87.3,2108040,Artificial Intelligence,1,Government,High
89,97,97,94.6,837718,Mechanical Engineering,1,Private,Low
56,88,94,80.2,1185021,Artificial Intelligence,3,Government,High
79,94,56,78.1,1656464,Food Science,3,Government,High
78,55,64,64.6,1603321,Psychology,3,Private,Low
47,46,92,60.1,2103016,Electrical Engineering,3,Government,Low
80,58,32,56.8,582871,BBA,3,Private,Low
67,47,78,62.3,2012025,Accounting & Finance,2,Government,Low
99,65,51,71.0,706812,Civil Engineering,1,Government,Medium
88,100,69,87.1,2266322,Cyber Security,3,Private,High
75,68,31,59.0,661981,Food Science,2,Private,Low
78,72,60,70.2,1732061,Accounting & Finance,2,Private,Medium
59,57,70,61.5,1520314,Agriculture,2,Private,Medium
93,80,77,83.0,866688,Computer Science,1,Government,Medium
49,62,84,64.7,2211156,Data Science,3,Government,Medium
62,48,85,63.3,977709,Software Engineering,1,Government,Low
51,52,90,63.1,2229919,Agriculture,1,Private,Low
81,48,95,72.0,1502314,Accounting & Finance,1,Private,Medium
75,70,59,68.2,2019209,Computer Science,1,Private,Medium
51,95,56,70.1,888665,Psychology,1,Government,Medium
90,53,42,60.8,1869887,Food Science,1,Private,Low
99,81,72,83.7,1054677,Electrical Engineering,1,Private,Low
62,65,94,72.8,560480,Data Science,1,Government,Low
47,74,68,64.1,1152077,Software Engineering,3,Government,Medium
52,59,57,56.3,994971,Computer Engineering,2,Private,Low
58,47,59,53.9,1399695,Cyber Security,3,Government,Medium
50,55,79,60.7,736020,Artificial Intelligence,2,Government,Low
58,81,87,75.9,1948134,Information Technology,1,Government,Medium
100,98,99,98.9,655068,Cyber Security,1,Government,High
89,52,64,66.7,1399061,Electrical Engineering,1,Private,Medium
73,65,32,57.5,1654731,Marketing,1,Private,Low
58,92,78,77.6,524210,Computer Engineering,1,Government,Medium
92,94,99,94.9,681234,Marketing,2,Government,Medium
54,58,48,53.8,1208527,Artificial Intelligence,3,Private,Medium
85,80,30,66.5,1542216,Media Studies,2,Government,Medium
74,85,92,83.8,1189364,Mechanical Engineering,3,Government,High
81,94,80,85.9,1970101,Media Studies,1,Government,High
65,74,49,63.8,1059321,Artificial Intelligence,2,Government,Medium
99,74,52,74.9,1191936,Computer Science,2,Government,Low
99,46,38,59.5,2192579,BBA,2,Private,Low
53,84,74,71.7,1807205,Economics,2,Government,Medium
48,86,94,77.0,1873556,Psychology,3,Government,Medium
85,94,32,72.7,2194320,Software Engineering,2,Private,Low
96,75,60,76.8,640828,Electrical Engineering,3,Private,Medium
47,77,31,54.2,2266788,Information Technology,3,Government,Low
60,47,96,65.6,822064,Mechanical Engineering,1,Government,Low
47,94,63,70.6,1450913,LLB,2,Government,Medium
97,99,54,84.9,1851203,Information Technology,3,Government,High
80,55,53,61.9,874290,Media Studies,3,Government,Medium
89,63,35,62.4,1171238,Computer Engineering,3,Private,Medium
64,68,37,57.5,2100049,Marketing,3,Government,Medium
54,73,76,68.2,1781462,Data Science,1,Private,Medium
69,75,33,60.6,1796336,Electrical Engineering,2,Private,Low
64,54,46,54.6,1056037,BBA,3,Private,Medium
79,100,70,84.7,2133356,Media Studies,2,Government,High
81,61,56,65.5,1451810,Psychology,3,Private,Medium
93,47,77,69.8,693645,Software Engineering,3,Private,High
53,51,47,50.4,709287,Mechanical Engineering,3,Government,Medium
68,77,99,80.9,544971,Computer Science,1,Private,Low
61,83,79,75.2,2222287,Economics,2,Private,High
100,63,73,77.1,1720186,Software Engineering,3,Government,High
86,93,69,83.7,520298,LLB,1,Government,Medium
92,87,55,78.9,1381186,Electrical Engineering,3,Private,Medium
53,92,89,79.4,690754,Psychology,1,Government,Medium
89,65,64,71.9,1596726,Mechanical Engineering,3,Government,High
71,94,77,82.0,1687125,Economics,1,Government,Low
86,67,41,64.9,2137028,Media Studies,1,Government,Low
75,92,59,77.0,1277107,Civil Engineering,1,Government,Low
77,92,80,83.9,1279163,Agriculture,1,Government,Low
75,45,43,53.4,1480646,Economics,1,Private,Low
61,73,85,73.0,842468,Cyber Security,1,Government,Medium
82,71,34,63.2,593977,Economics,3,Government,Low
93,64,58,70.9,1440303,Data Science,3,Private,High
77,73,44,65.5,2185019,Electrical Engineering,1,Government,Low
55,54,93,66.0,1316488,Food Science,1,Government,Low
82,51,51,60.3,1999363,Computer Science,2,Government,Low
100,45,99,77.7,1449177,Data Science,2,Government,High
73,92,46,72.5,1535696,Psychology,1,Private,Medium
83,99,70,85.5,636069,Marketing,1,Private,Low
82,95,58,80.0,834081,Agriculture,1,Private,Low
94,84,38,73.2,1399778,Agriculture,2,Government,Medium
59,58,44,54.1,1293899,Food Science,3,Private,Low
52,60,67,59.7,1718623,Information Technology,2,Private,Low
84,95,82,87.8,2248995,Data Science,1,Government,High
59,63,55,59.4,1780481,Media Studies,1,Government,Low
84,91,37,72.7,1286029,Cyber Security,2,Government,Medium
51,86,54,65.9,1934286,BBA,2,Government,Medium
47,98,87,79.4,969220,Agriculture,2,Private,Medium
80,87,34,69.0,2217325,Agriculture,2,Government,Medium
91,62,80,76.1,1504176,Mechanical Engineering,2,Private,High
100,92,80,90.8,1843287,Mechanical Engineering,3,Government,High
76,45,36,51.6,1733234,Marketing,2,Private,Low
95,74,83,83.0,1837691,Marketing,1,Private,Medium
48,54,82,60.6,1118807,Civil Engineering,1,Private,Low
66,88,79,78.7,977670,Psychology,2,Private,Medium
48,65,54,56.6,1425885,BBA,1,Government,Low
74,89,71,79.1,593180,Artificial Intelligence,3,Private,Medium
45,74,72,64.7,898831,Artificial Intelligence,3,Government,Low
79,98,38,74.3,1140530,Civil Engineering,3,Government,High
63,77,68,70.1,1335224,Computer Science,1,Government,Low
54,47,30,44.0,727009,LLB,1,Government,Low
86,48,53,60.9,1179284,BBA,2,Government,Medium
46,92,63,69.5,855407,Psychology,1,Private,Low
86,74,33,65.3,1329030,Artificial Intelligence,3,Private,Medium
100,48,63,68.1,676149,Cyber Security,1,Government,Low
62,78,71,71.1,2091809,Artificial Intelligence,3,Private,High
79,78,69,75.6,1025892,LLB,3,Government,High
68,79,84,77.2,1401225,Economics,1,Private,Low
63,84,76,75.3,1382288,LLB,1,Private,Low
87,51,82,71.1,2290711,LLB,2,Private,Medium
96,58,82,76.6,634045,LLB,3,Government,Medium
69,91,39,68.8,1179491,Computer Science,2,Government,Low
71,57,34,54.3,1788486,Computer Science,2,Private,Low
67,81,71,73.8,2006200,Artificial Intelligence,1,Government,Medium
81,51,67,64.8,919249,Cyber Security,2,Private,Low
55,83,53,65.6,2051809,Civil Engineering,2,Government,Medium
52,86,46,63.8,557205,Software Engineering,1,Private,Low
86,78,64,76.2,579182,Electrical Engineering,2,Government,Medium
75,86,89,83.6,2076593,BBA,2,Government,High
69,80,93,80.6,606137,Electrical Engineering,3,Private,High
74,61,51,61.9,594127,Food Science,2,Private,Medium
47,76,75,67.0,547187,Software Engineering,3,Government,High
52,81,87,74.1,2212556,Psychology,2,Government,Low
77,58,60,64.3,993851,Media Studies,1,Government,Low
49,81,80,71.1,751908,Data Science,1,Government,Medium
71,92,43,71.0,1037006,Information Technology,2,Government,Medium
70,55,52,58.6,829220,Psychology,2,Government,Low
54,59,89,66.5,1355528,Psychology,2,Private,Medium
54,47,92,62.6,1314914,LLB,2,Private,Medium
63,89,82,79.1,957597,Information Technology,1,Private,Low
68,76,62,69.4,1063461,Economics,2,Government,Low
71,92,69,78.8,590818,Artificial Intelligence,3,Government,High
96,98,66,87.8,1918432,Marketing,1,Private,High
45,94,47,65.2,1311830,Software Engineering,2,Government,Medium
65,57,71,63.6,684948,Agriculture,1,Government,Low
94,99,89,94.5,1623493,Electrical Engineering,3,Private,Medium
58,56,80,63.8,2160643,Data Science,2,Private,Medium
72,58,84,70.0,1673644,Electrical Engineering,1,Private,Medium
71,57,94,72.3,1846571,Mechanical Engineering,1,Government,Medium
53,64,63,60.4,1843182,Psychology,3,Government,Medium
54,99,94,84.0,834165,Computer Science,3,Government,High
47,49,59,51.4,900885,Computer Engineering,1,Government,Low
48,93,31,60.9,1230565,Agriculture,1,Government,Low
66,45,44,51.0,1669531,Economics,2,Government,Low
77,47,98,71.3,584566,Data Science,2,Government,Low
87,46,99,74.2,1948630,Marketing,3,Private,High
83,48,56,60.9,1874333,Cyber Security,1,Private,Low
85,69,98,82.5,1373609,Information Technology,3,Private,High
67,61,52,60.1,704471,Computer Science,1,Government,Low
79,68,31,60.2,980758,Media Studies,1,Government,Low
45,82,45,59.8,1604984,Mechanical Engineering,1,Government,Low
53,54,65,57.0,1050855,Agriculture,3,Private,Medium
69,79,99,82.0,2260560,Cyber Security,2,Government,High
54,86,90,77.6,846890,Agriculture,2,Private,Low
46,53,49,49.7,2015868,LLB,1,Private,Low
78,70,66,71.2,1385960,Accounting & Finance,2,Government,Medium
54,89,42,64.4,1929599,Media Studies,1,Private,Low
56,91,95,81.7,2256545,Software Engineering,2,Government,High
55,75,82,71.1,1104042,Food Science,3,Private,High
52,69,80,67.2,2106037,Media Studies,2,Private,Low
78,47,30,51.2,1300990,Agriculture,3,Private,Medium
45,55,43,48.4,1476967,Civil Engineering,2,Private,Low
85,77,57,73.4,740437,Psychology,1,Government,Low
50,53,46,50.0,1909874,Computer Science,3,Private,Medium
76,90,60,76.8,1617545,Food Science,3,Private,High
99,99,58,86.7,1943465,Computer Engineering,3,Government,High
79,74,51,68.6,727856,Psychology,2,Government,Medium
61,85,96,81.1,1494028,Cyber Security,1,Government,Medium
75,63,96,76.5,682385,Civil Engineering,1,Private,Low
81,87,76,81.9,1495163,Information Technology,2,Government,High
82,82,89,84.1,1958400,Media Studies,1,Private,High
72,97,45,73.9,1580690,Artificial Intelligence,3,Government,High
64,99,100,88.8,1165240,Computer Engineering,1,Government,Medium
49,69,84,67.5,1153903,Food Science,3,Private,High
63,49,99,68.2,2222974,Data Science,3,Government,Medium
64,94,34,67.0,2229843,Computer Science,2,Government,Medium
90,87,78,85.2,2132910,Computer Science,3,Private,High
48,98,36,64.4,1434032,Computer Engineering,3,Government,Low
81,95,88,88.7,501157,Mechanical Engineering,1,Private,Low
72,85,99,85.3,1469454,LLB,1,Private,Low
62,88,80,77.8,581391,Economics,1,Private,Low
79,73,71,74.2,1158612,Psychology,3,Private,High
88,59,92,77.6,1240921,BBA,1,Government,Low
51,56,36,48.5,1997391,Civil Engineering,3,Private,Low
89,49,64,65.5,2294355,BBA,1,Government,Low
82,93,92,89.4,844809,Cyber Security,1,Government,High
81,58,66,67.3,1597458,Agriculture,1,Government,Low
90,87,90,88.8,1441632,Accounting & Finance,2,Private,High
66,93,38,68.4,2048689,Electrical Engineering,1,Government,Low
86,68,43,65.9,543958,Psychology,3,Government,High
65,63,50,59.7,1633212,Marketing,2,Private,Low
70,87,65,75.3,646439,Civil Engineering,1,Private,Low
95,46,77,70.0,548318,Electrical Engineering,1,Government,Medium
80,95,57,79.1,1925599,Computer Engineering,1,Private,Medium
65,91,84,81.1,1520806,Artificial Intelligence,2,Private,High
90,78,51,73.5,1788569,Software Engineering,3,Private,High
72,87,47,70.5,1428077,Artificial Intelligence,3,Government,High
49,73,88,70.3,2179211,Software Engineering,3,Government,High
47,46,87,58.6,580479,Electrical Engineering,3,Government,Medium
82,87,33,69.3,1187436,BBA,2,Government,Medium
68,72,87,75.3,1781441,LLB,3,Government,High
56,48,52,51.6,741458,Psychology,2,Government,Low
86,91,73,84.1,832482,Software Engineering,1,Government,Medium
69,51,58,58.5,847170,Cyber Security,1,Government,Low
63,97,97,86.8,1280083,Information Technology,3,Private,High
78,100,39,75.1,1640494,Computer Engineering,3,Private,High
97,76,34,69.7,2138238,Food Science,2,Government,Medium
84,74,73,76.7,1120622,Food Science,2,Private,High
60,72,54,63.0,898928,Information Technology,1,Government,Low
54,82,96,77.8,1265134,Civil Engineering,2,Private,High
95,92,81,89.6,1268626,Psychology,2,Private,High
51,47,50,49.1,1028643,Mechanical Engineering,3,Government,Low
89,56,78,72.5,918211,Cyber Security,2,Private,Medium
100,58,68,73.6,1310186,Cyber Security,3,Private,Medium
89,55,84,73.9,1380062,Mechanical Engineering,3,Government,High
49,66,77,64.2,1984495,Artificial Intelligence,2,Private,Low
99,91,33,76.0,1128345,BBA,3,Government,High
81,47,90,70.1,2036759,Data Science,2,Government,Medium
73,100,45,75.4,953798,BBA,3,Government,High
55,81,35,59.4,1572134,Artificial Intelligence,2,Government,Low
91,89,100,92.9,1270138,Software Engineering,3,Government,High
74,80,67,74.3,834393,Economics,1,Private,Low
76,51,52,58.8,1088362,Economics,3,Private,Low
92,75,44,70.8,1967842,Mechanical Engineering,3,Government,High
97,73,63,77.2,534935,Marketing,3,Private,High
83,65,81,75.2,1166486,Electrical Engineering,1,Government,Medium
95,48,38,59.1,1214851,BBA,1,Private,Low
48,91,40,62.8,1116261,Psychology,1,Government,Low
100,47,84,74.0,1461080,LLB,2,Government,Medium
92,67,68,74.8,958426,LLB,3,Government,High
90,60,72,72.6,1048655,Civil Engineering,1,Private,Low
65,76,53,65.8,669969,Mechanical Engineering,3,Private,High
50,72,60,61.8,1751043,Data Science,1,Government,Low
53,81,30,57.3,2202341,Media Studies,3,Government,Low
47,55,70,57.1,1796514,Agriculture,2,Private,Low
53,69,60,61.5,2219943,Electrical Engineering,3,Government,Medium
100,78,37,72.3,928930,Computer Science,3,Private,High
90,47,43,58.7,2032465,Cyber Security,2,Government,Low
83,59,99,78.2,2068678,Information Technology,3,Private,High
95,51,39,60.6,1255189,LLB,1,Private,Low
63,57,75,64.2,1885724,BBA,3,Private,Medium
87,83,49,74.0,1672571,Cyber Security,3,Government,High
86,53,77,70.1,886060,Marketing,3,Private,High
47,61,87,64.6,2176239,Computer Science,3,Private,Low
68,77,55,67.7,929015,Food Science,3,Private,High
100,47,77,71.9,1931034,Civil Engineering,2,Private,Medium
68,67,40,59.2,1458768,Computer Engineering,2,Government,Low
69,57,88,69.9,2092157,Electrical Engineering,1,Government,Low
60,87,94,81.0,2123937,Psychology,1,Private,High
96,90,52,80.4,1528226,Cyber Security,3,Private,High
58,59,69,61.7,1592081,Mechanical Engineering,2,Government,Medium
82,70,66,72.4,1833626,Computer Engineering,2,Government,Medium
74,91,84,83.8,669732,Electrical Engineering,1,Private,Low
48,67,100,71.2,1508020,BBA,2,Government,Medium
70,70,67,69.1,1064819,Data Science,2,Private,Medium
79,73,78,76.3,1269438,Electrical Engineering,2,Private,High
65,57,82,66.9,1507435,Computer Science,3,Private,High
54,47,92,62.6,557594,Agriculture,1,Government,Low
70,94,77,81.7,2283211,Computer Science,3,Private,High
52,50,49,50.3,1012487,Computer Engineering,2,Private,Low
76,55,81,69.1,725496,Marketing,2,Government,Medium
50,57,89,64.5,1650087,Food Science,1,Private,Low
82,100,61,82.9,552853,Cyber Security,2,Private,Medium
58,88,94,80.8,1541463,Marketing,2,Government,Medium
68,83,85,79.1,1692378,Food Science,3,Government,High
45,98,40,64.7,1499302,Civil Engineering,1,Private,Low
75,81,70,75.9,1735138,Software Engineering,3,Government,High
77,63,99,78.0,1532390,Electrical Engineering,2,Private,High
75,94,31,69.4,2213037,Media Studies,1,Government,Low
89,72,79,79.2,2229192,Economics,3,Private,High
53,48,43,48.0,915304,Cyber Security,1,Government,Low
98,88,30,73.6,2083456,Marketing,2,Private,Medium
50,77,86,71.6,1340722,Computer Science,1,Private,Medium
80,74,100,83.6,1583160,LLB,1,Government,Medium
83,53,81,70.4,1120917,Computer Science,2,Private,Low
65,59,79,66.8,1559794,Information Technology,2,Government,Medium
67,97,89,85.6,1756922,Data Science,3,Government,High
49,51,62,53.7,1356200,Electrical Engineering,1,Government,Low
75,81,39,66.6,992503,Cyber Security,2,Private,Low
80,85,95,86.5,1949559,Food Science,2,Private,High
68,45,71,59.7,1711927,Psychology,1,Government,Low
67,45,30,47.1,861694,LLB,2,Government,Low
72,97,36,71.2,1834994,Computer Engineering,3,Government,High
62,97,61,75.7,684805,Media Studies,3,Government,High
52,83,37,59.9,2132988,LLB,1,Government,Low
60,94,38,67.0,1800912,Computer Engineering,3,Government,High
48,76,91,72.1,1677714,Agriculture,2,Private,Low
92,85,99,91.3,1389383,Media Studies,1,Government,High
78,60,78,70.8,1015979,Media Studies,2,Government,Medium
55,81,66,68.7,1487487,BBA,2,Government,Medium
83,74,54,70.7,1396541,Media Studies,1,Private,Medium
94,55,66,70.0,2016142,Computer Engineering,3,Government,Medium
92,67,34,64.6,2108383,Economics,2,Government,Medium
55,70,62,63.1,988140,Computer Science,2,Private,Medium
86,62,80,74.6,732954,Electrical Engineering,2,Private,Medium
71,83,69,75.2,1156621,Media Studies,3,Government,High
58,65,85,68.9,1291635,Economics,3,Government,High
69,51,50,56.1,1728364,Computer Engineering,1,Private,Low
74,70,90,77.2,2156768,Civil Engineering,1,Government,Medium
86,87,36,71.4,1889649,Data Science,1,Private,Medium
58,58,67,60.7,2040440,Information Technology,2,Government,Medium
72,54,84,68.4,1332876,Software Engineering,3,Government,Medium
90,82,73,81.7,1814364,Cyber Security,1,Private,High
100,53,71,72.5,1425397,Food Science,3,Government,High
46,100,41,66.1,1202249,Media Studies,2,Government,Low
76,64,49,63.1,1795377,LLB,3,Government,Medium
98,49,30,58.0,526036,Media Studies,2,Government,Low
85,78,41,69.0,1229464,Electrical Engineering,1,Private,Low
78,62,30,57.2,2177142,Data Science,2,Private,Low
95,99,56,84.9,1457300,Agriculture,1,Private,Medium
49,63,79,63.6,1866261,Artificial Intelligence,2,Government,Medium
87,66,98,81.9,2299386,Artificial Intelligence,1,Private,High
61,91,100,84.7,1537622,Marketing,2,Government,High
46,96,73,74.1,1385449,Information Technology,2,Private,Medium
70,47,50,54.8,1242087,BBA,3,Government,Medium
55,99,72,77.7,1582037,Economics,1,Private,Low
60,69,49,60.3,1911555,Agriculture,3,Government,Low
74,90,34,68.4,2158202,Computer Science,2,Private,Medium
59,89,42,65.9,986824,Marketing,3,Government,High
94,49,65,67.3,1789103,Cyber Security,1,Private,Medium
72,76,33,61.9,1483201,Psychology,3,Private,Medium
68,81,65,72.3,551689,Computer Science,1,Private,Low
98,72,75,80.7,1599702,Computer Science,1,Private,Medium
89,58,64,69.1,1971684,Civil Engineering,3,Government,High
55,76,82,71.5,875664,Electrical Engineering,1,Private,Low
91,80,47,73.4,1021361,Psychology,1,Private,Low
94,99,83,92.7,888032,Psychology,2,Government,Medium
56,85,68,71.2,2142326,Mechanical Engineering,3,Government,High
76,56,33,55.1,2093881,Media Studies,1,Private,Low
84,59,41,61.1,1803517,Agriculture,2,Government,Low
71,88,47,70.6,1194639,Accounting & Finance,3,Private,High
49,61,91,66.4,1859011,Computer Science,2,Private,Medium
85,63,92,78.3,1873155,Accounting & Finance,3,Private,High
97,83,76,85.1,973270,Psychology,1,Private,Low
89,53,87,74.0,854343,BBA,1,Government,Medium
86,66,59,69.9,2119475,Media Studies,2,Private,Medium
99,47,70,69.5,1705917,BBA,1,Private,Medium
47,71,67,62.6,602378,Food Science,1,Government,Low
90,52,69,68.5,1427231,Data Science,3,Private,High
49,57,44,50.7,802407,Computer Engineering,2,Government,Low
56,82,58,67.0,1649004,Software Engineering,2,Private,Medium
96,81,38,72.6,553687,Mechanical Engineering,1,Private,Low
63,64,89,71.2,2007062,Food Science,2,Government,Medium
53,94,63,72.4,1405841,Marketing,2,Government,Medium
77,71,58,68.9,1055889,Computer Science,1,Government,Low
72,66,69,68.7,1104090,Mechanical Engineering,3,Government,High
46,60,49,52.5,596187,Computer Science,2,Private,Low
79,83,43,69.8,1400305,Psychology,2,Private,Medium
63,53,79,63.8,2129092,Marketing,3,Government,Medium
74,68,33,59.3,612523,Civil Engineering,1,Private,Low
75,76,51,68.2,2214775,Information Technology,1,Government,Low
51,90,31,60.6,2124249,Electrical Engineering,3,Private,Medium
63,69,32,56.1,1972933,Economics,1,Government,Low
93,58,37,62.2,1467591,BBA,2,Government,Medium
85,80,73,79.4,580594,Accounting & Finance,3,Government,High
49,63,94,68.1,688625,Food Science,2,Private,Low
68,57,54,59.4,722918,Accounting & Finance,2,Private,Low
72,94,53,75.1,1752234,Data Science,3,Private,Medium
64,91,89,82.3,802180,Food Science,1,Private,Low
73,82,44,67.9,1795165,Computer Engineering,2,Private,Medium
79,51,39,55.8,1970657,Information Technology,3,Government,Medium
80,68,73,73.1,1713841,LLB,3,Private,High
51,82,67,68.2,1811606,Accounting & Finance,3,Private,High
84,69,53,68.7,822380,Computer Science,3,Private,High
74,74,33,61.7,682933,Marketing,3,Private,Medium
80,76,93,82.3,530814,Accounting & Finance,3,Private,High
93,62,47,66.8,2047318,Information Technology,1,Government,Low
90,79,92,86.2,846539,Media Studies,2,Government,Low
94,54,98,79.2,2132787,Economics,2,Private,High
81,95,67,82.4,1211036,Information Technology,2,Private,High
65,89,97,84.2,1521851,Computer Engineering,2,Government,High
100,84,95,92.1,1616912,Computer Engineering,1,Government,High
95,65,66,74.3,1308469,Artificial Intelligence,2,Government,Medium
64,81,97,80.7,1887211,Media Studies,2,Private,Medium
51,53,40,48.5,2130066,Food Science,2,Private,Low
49,79,90,73.3,894223,Media Studies,1,Government,Low
45,59,56,53.9,1849450,Electrical Engineering,1,Private,Low
88,72,84,80.4,2235857,Food Science,3,Government,High
45,79,62,63.7,1245811,Mechanical Engineering,3,Government,Medium
87,91,51,77.8,1066194,Mechanical Engineering,1,Government,Low
61,83,41,63.8,1059889,Economics,3,Government,Low
48,61,76,61.6,796602,Agriculture,2,Private,Medium
83,92,77,84.8,1435527,Civil Engineering,1,Private,Medium
71,83,63,73.4,2250262,Computer Science,2,Private,Medium
85,53,88,73.1,859557,Food Science,3,Government,High
64,66,35,56.1,1138681,LLB,2,Government,Low
54,70,55,60.7,1392604,LLB,1,Government,Low
99,94,96,96.1,2197782,Media Studies,1,Government,High
66,54,40,53.4,1696491,Food Science,2,Government,Low
52,45,61,51.9,503705,Computer Engineering,1,Government,Low
96,45,71,68.1,643133,Food Science,1,Government,Low
95,65,31,63.8,1581961,Economics,3,Government,Medium
73,46,64,59.5,1034071,Marketing,2,Government,Low
91,90,60,81.3,2063158,Mechanical Engineering,3,Private,High
